date,revenue,campaign,source,click_count
2023-04-05 14:00:00,23.15,CMG-CC-STP-RT,Lead Current,0.0
2023-04-05 14:00:00,125.47,CMG-CC-VLT-RT,Lead Current,0.0
2023-04-05 14:00:00,107.0,DegreeSearch,Lead Current,0.0
2023-04-05 14:00:00,32.0,directnav,Lead Current,0.0
2023-04-05 14:00:00,268.8,paidsearch,Lead Current,0.0
2023-04-05 14:00:00,2.0,17636347892.0,My Ad Optimizer,1.0
2023-04-05 15:00:00,56.0,Unknown,Education Dynamics,0.0
2023-04-05 15:00:00,270.0,Unknown,Southern New Hampshire University,0.0
2023-04-05 15:00:00,6.0,Unknown,Clicks.net,3.0
2023-04-05 15:00:00,6.0,17636347892,Clicks.net,3.0
2023-04-05 15:00:00,4.0,18463616520,Clicks.net,2.0
2023-04-05 15:00:00,128.26,Unknown,Lead Current,0.0
2023-04-05 15:00:00,40.0,10312,Lead Current,0.0
2023-04-05 15:00:00,32.0,10521,Lead Current,0.0
2023-04-05 15:00:00,171.94,21753,Lead Current,0.0
2023-04-05 15:00:00,63.72,24180,Lead Current,0.0
2023-04-05 15:00:00,52.6,54001,Lead Current,0.0
2023-04-05 15:00:00,131.84,54101,Lead Current,0.0
2023-04-05 15:00:00,30.6,54102,Lead Current,0.0
2023-04-05 15:00:00,34.0,54403,Lead Current,0.0
2023-04-05 15:00:00,123.06,54661,Lead Current,0.0
2023-04-05 15:00:00,43.89,54663,Lead Current,0.0
2023-04-05 15:00:00,75.67,54771,Lead Current,0.0
2023-04-05 15:00:00,177.33,54901,Lead Current,0.0
2023-04-05 15:00:00,61.16,54902,Lead Current,0.0
2023-04-05 15:00:00,211.43,55011,Lead Current,0.0
2023-04-05 15:00:00,65.0,55501,Lead Current,0.0
2023-04-05 15:00:00,28.5,557002,Lead Current,0.0
2023-04-05 15:00:00,185.0,83531,Lead Current,0.0
2023-04-05 15:00:00,20.74,CMG-CC-APN-AH,Lead Current,0.0
2023-04-05 15:00:00,26.0,CMG-CC-APN-TIER1,Lead Current,0.0
2023-04-05 15:00:00,26.0,CMG-CC-BRT-A,Lead Current,0.0
2023-04-05 15:00:00,43.5,CMG-CC-CNX-LF,Lead Current,0.0
2023-04-05 15:00:00,41.48,CMG-CC-JBC-A,Lead Current,0.0
2023-04-05 15:00:00,20.74,CMG-CC-STP-A15,Lead Current,0.0
2023-04-05 15:00:00,41.79,CMG-CC-STP-W,Lead Current,0.0
2023-04-05 15:00:00,33.52,CMG-CC-VLT-RT,Lead Current,0.0
2023-04-05 15:00:00,160.48,DegreeSearch,Lead Current,0.0
2023-04-05 15:00:00,18.5,directnav,Lead Current,0.0
2023-04-05 15:00:00,254.9,paidsearch,Lead Current,0.0
2023-04-05 16:00:00,37.0,Unknown,Education Dynamics,0.0
2023-04-05 16:00:00,150.0,Unknown,Southern New Hampshire University,0.0
2023-04-05 16:00:00,4.0,Unknown,Clicks.net,2.0
2023-04-05 16:00:00,16.0,17636347892,Clicks.net,8.0
2023-04-05 16:00:00,2.0,18463616520,Clicks.net,1.0
2023-04-05 16:00:00,65.0,21753,Lead Current,0.0
2023-04-05 16:00:00,77.93,24180,Lead Current,0.0
2023-04-05 16:00:00,40.0,54001,Lead Current,0.0
2023-04-05 16:00:00,134.46,54101,Lead Current,0.0
2023-04-05 16:00:00,34.0,54102,Lead Current,0.0
2023-04-05 16:00:00,24.0,54102Z,Lead Current,0.0
2023-04-05 16:00:00,65.0,54103,Lead Current,0.0
2023-04-05 16:00:00,65.0,54103Z,Lead Current,0.0
2023-04-05 16:00:00,282.02,54771,Lead Current,0.0
2023-04-05 16:00:00,65.0,54901,Lead Current,0.0
2023-04-05 16:00:00,100.0,54902,Lead Current,0.0
2023-04-05 16:00:00,145.45,55501,Lead Current,0.0
2023-04-05 16:00:00,40.6,557001,Lead Current,0.0
2023-04-05 16:00:00,100.0,557002Z,Lead Current,0.0
2023-04-05 16:00:00,65.0,83531,Lead Current,0.0
2023-04-05 16:00:00,81.97,CMG-CC-APN-AH,Lead Current,0.0
2023-04-05 16:00:00,59.4,CMG-CC-BRT-A,Lead Current,0.0
2023-04-05 16:00:00,56.67,CMG-CC-JBC-A,Lead Current,0.0
2023-04-05 16:00:00,81.97,CMG-CC-JBC-RT,Lead Current,0.0
2023-04-05 16:00:00,20.74,CMG-CC-LNSA-T1,Lead Current,0.0
2023-04-05 16:00:00,26.0,CMG-CC-STP-A15,Lead Current,0.0
2023-04-05 16:00:00,40.07,CMG-CC-STP-A30,Lead Current,0.0
2023-04-05 16:00:00,23.15,CMG-CC-STP-RT,Lead Current,0.0
2023-04-05 16:00:00,56.67,CMG-CC-VLT-RT,Lead Current,0.0
2023-04-05 16:00:00,209.48,DegreeSearch,Lead Current,0.0
2023-04-05 16:00:00,45.39,paidsearch,Lead Current,0.0
2023-04-05 17:00:00,13.0,Unknown,Education Dynamics,0.0
2023-04-05 17:00:00,60.0,Unknown,Southern New Hampshire University,0.0
2023-04-05 17:00:00,2.0,Unknown,Clicks.net,1.0
2023-04-05 17:00:00,119.82,Unknown,Lead Current,0.0
2023-04-05 17:00:00,21.27,21753,Lead Current,0.0
2023-04-05 17:00:00,41.25,24182B,Lead Current,0.0
2023-04-05 17:00:00,12.42,54001,Lead Current,0.0
2023-04-05 17:00:00,20.58,54006,Lead Current,0.0
2023-04-05 17:00:00,264.36,54101,Lead Current,0.0
2023-04-05 17:00:00,259.69,54102,Lead Current,0.0
2023-04-05 17:00:00,65.3,54103,Lead Current,0.0
2023-04-05 17:00:00,65.0,54401,Lead Current,0.0
2023-04-05 17:00:00,34.0,54403B,Lead Current,0.0
2023-04-05 17:00:00,65.0,54771,Lead Current,0.0
2023-04-05 17:00:00,61.5,54901Z,Lead Current,0.0
2023-04-05 17:00:00,92.07,54902Z,Lead Current,0.0
2023-04-05 17:00:00,115.07,55011,Lead Current,0.0
2023-04-05 17:00:00,34.56,557001,Lead Current,0.0
2023-04-05 17:00:00,65.0,83531,Lead Current,0.0
2023-04-05 17:00:00,65.0,83532,Lead Current,0.0
2023-04-05 17:00:00,31.74,CMG-CC-APN-AH,Lead Current,0.0
2023-04-05 17:00:00,23.15,CMG-CC-APN-RT,Lead Current,0.0
2023-04-05 17:00:00,41.79,CMG-CC-CNX-LF,Lead Current,0.0
2023-04-05 17:00:00,40.0,CMG-CC-FLU-NA,Lead Current,0.0
2023-04-05 17:00:00,23.15,CMG-CC-STP-A15,Lead Current,0.0
2023-04-05 17:00:00,19.33,CMG-CC-VLT-RT,Lead Current,0.0
2023-04-05 17:00:00,142.15,DegreeSearch,Lead Current,0.0
2023-04-05 17:00:00,306.82,paidsearch,Lead Current,0.0
2023-04-05 18:00:00,120.0,Unknown,Southern New Hampshire University,0.0
2023-04-05 18:00:00,12.0,17636347892,Clicks.net,6.0
2023-04-05 18:00:00,108.0,Unknown,Lead Current,0.0
2023-04-05 18:00:00,100.0,21753,Lead Current,0.0
2023-04-05 18:00:00,49.1,21753Z,Lead Current,0.0
2023-04-05 18:00:00,20.74,54001,Lead Current,0.0
2023-04-05 18:00:00,77.74,54006,Lead Current,0.0
2023-04-05 18:00:00,45.33,54101,Lead Current,0.0
2023-04-05 18:00:00,49.05,54102,Lead Current,0.0
2023-04-05 18:00:00,52.85,54103,Lead Current,0.0
2023-04-05 18:00:00,65.0,54403B,Lead Current,0.0
2023-04-05 18:00:00,85.0,54661,Lead Current,0.0
2023-04-05 18:00:00,18.0,54772Z,Lead Current,0.0
2023-04-05 18:00:00,53.33,54773,Lead Current,0.0
2023-04-05 18:00:00,65.0,54902Z,Lead Current,0.0
2023-04-05 18:00:00,28.0,55011,Lead Current,0.0
2023-04-05 18:00:00,34.0,557001,Lead Current,0.0
2023-04-05 18:00:00,130.0,83531,Lead Current,0.0
2023-04-05 18:00:00,46.3,CMG-CC-APN-RT,Lead Current,0.0
2023-04-05 18:00:00,19.33,CMG-CC-APN-TIER1,Lead Current,0.0
2023-04-05 18:00:00,31.74,CMG-CC-BRT-A,Lead Current,0.0
2023-04-05 18:00:00,33.52,CMG-CC-CNX-LF,Lead Current,0.0
2023-04-05 18:00:00,46.3,CMG-CC-JBC-RT,Lead Current,0.0
2023-04-05 18:00:00,20.74,CMG-CC-LNSA-T1,Lead Current,0.0
2023-04-05 18:00:00,87.74,DegreeSearch,Lead Current,0.0
2023-04-05 18:00:00,65.43,directnav,Lead Current,0.0
2023-04-05 18:00:00,202.42,paidsearch,Lead Current,0.0
2023-04-05 19:00:00,270.0,Unknown,Southern New Hampshire University,0.0
2023-04-05 19:00:00,4.0,17636347892,Clicks.net,2.0
2023-04-05 19:00:00,6.0,18463616520,Clicks.net,3.0
2023-04-05 19:00:00,110.31,Unknown,Lead Current,0.0
2023-04-05 19:00:00,135.11,54006,Lead Current,0.0
2023-04-05 19:00:00,184.51,54101,Lead Current,0.0
2023-04-05 19:00:00,227.96,54103,Lead Current,0.0
2023-04-05 19:00:00,69.25,54771,Lead Current,0.0
2023-04-05 19:00:00,85.91,54772,Lead Current,0.0
2023-04-05 19:00:00,65.0,54902Z,Lead Current,0.0
2023-04-05 19:00:00,49.95,55011,Lead Current,0.0
2023-04-05 19:00:00,65.0,55501Z,Lead Current,0.0
2023-04-05 19:00:00,100.0,557001,Lead Current,0.0
2023-04-05 19:00:00,65.0,557002,Lead Current,0.0
2023-04-05 19:00:00,200.0,83531,Lead Current,0.0
2023-04-05 19:00:00,127.0,CMG-CC-APN-AH,Lead Current,0.0
2023-04-05 19:00:00,26.0,CMG-CC-APN-TIER1,Lead Current,0.0
2023-04-05 19:00:00,46.74,CMG-CC-BRT-A,Lead Current,0.0
2023-04-05 19:00:00,41.79,CMG-CC-CNX-LF,Lead Current,0.0
2023-04-05 19:00:00,33.52,CMG-CC-DMS-RT,Lead Current,0.0
2023-04-05 19:00:00,20.74,CMG-CC-JBC-A,Lead Current,0.0
2023-04-05 19:00:00,58.82,CMG-CC-JBC-RT,Lead Current,0.0
2023-04-05 19:00:00,54.26,CMG-CC-LNSA-T1,Lead Current,0.0
2023-04-05 19:00:00,20.74,CMG-CC-STP-A15,Lead Current,0.0
2023-04-05 19:00:00,84.82,CMG-CC-STP-RT,Lead Current,0.0
2023-04-05 19:00:00,19.33,CMG-CC-STP-W,Lead Current,0.0
2023-04-05 19:00:00,20.74,CMG-CC-VLT-RT,Lead Current,0.0
2023-04-05 19:00:00,257.22,DegreeSearch,Lead Current,0.0
2023-04-05 19:00:00,7.68,directnav,Lead Current,0.0
2023-04-05 19:00:00,197.8,paidsearch,Lead Current,0.0
2023-04-05 19:00:00,2.0,17636347892.0,My Ad Optimizer,1.0
2023-04-05 20:00:00,120.0,Unknown,Southern New Hampshire University,0.0
2023-04-05 20:00:00,2.0,17636347892,Clicks.net,1.0
2023-04-05 20:00:00,6.0,18463616520,Clicks.net,3.0
2023-04-05 20:00:00,26.0,Unknown,Lead Current,0.0
2023-04-05 20:00:00,39.0,10516,Lead Current,0.0
2023-04-05 20:00:00,100.0,54006,Lead Current,0.0
2023-04-05 20:00:00,197.18,54101,Lead Current,0.0
2023-04-05 20:00:00,52.48,54102,Lead Current,0.0
2023-04-05 20:00:00,65.0,54103,Lead Current,0.0
2023-04-05 20:00:00,76.17,54403,Lead Current,0.0
2023-04-05 20:00:00,100.0,54661,Lead Current,0.0
2023-04-05 20:00:00,80.0,54772,Lead Current,0.0
2023-04-05 20:00:00,47.74,54902,Lead Current,0.0
2023-04-05 20:00:00,80.48,54902Z,Lead Current,0.0
2023-04-05 20:00:00,92.77,55011,Lead Current,0.0
2023-04-05 20:00:00,85.0,55501,Lead Current,0.0
2023-04-05 20:00:00,179.22,83531,Lead Current,0.0
2023-04-05 20:00:00,26.0,CMG-CC-APN-RT,Lead Current,0.0
2023-04-05 20:00:00,19.33,CMG-CC-CNX-LF,Lead Current,0.0
2023-04-05 20:00:00,23.15,CMG-CC-JBC-A,Lead Current,0.0
2023-04-05 20:00:00,62.83,CMG-CC-JBC-RT,Lead Current,0.0
2023-04-05 20:00:00,224.96,DegreeSearch,Lead Current,0.0
2023-04-05 20:00:00,22.06,directnav,Lead Current,0.0
2023-04-05 20:00:00,161.5,paidsearch,Lead Current,0.0
2023-04-05 20:00:00,4.0,18463616520.0,My Ad Optimizer,2.0
2023-04-05 21:00:00,25.0,Unknown,Education Dynamics,0.0
2023-04-05 21:00:00,210.0,Unknown,Southern New Hampshire University,0.0
2023-04-05 21:00:00,6.0,17636347892,Clicks.net,3.0
2023-04-05 21:00:00,34.0,Unknown,Lead Current,0.0
2023-04-05 21:00:00,113.74,54001,Lead Current,0.0
2023-04-05 21:00:00,61.5,54001Z,Lead Current,0.0
2023-04-05 21:00:00,108.23,54101,Lead Current,0.0
2023-04-05 21:00:00,213.58,54662,Lead Current,0.0
2023-04-05 21:00:00,59.22,54772,Lead Current,0.0
2023-04-05 21:00:00,76.0,54901,Lead Current,0.0
2023-04-05 21:00:00,65.0,54902,Lead Current,0.0
2023-04-05 21:00:00,100.0,55011,Lead Current,0.0
2023-04-05 21:00:00,26.25,55501,Lead Current,0.0
2023-04-05 21:00:00,380.0,83531,Lead Current,0.0
2023-04-05 21:00:00,20.74,CMG-CC-APN-AH,Lead Current,0.0
2023-04-05 21:00:00,20.74,CMG-CC-JBC-RT,Lead Current,0.0
2023-04-05 21:00:00,33.52,CMG-CC-LNSA-T1,Lead Current,0.0
2023-04-05 21:00:00,107.0,DegreeSearch,Lead Current,0.0
2023-04-05 21:00:00,74.02,paidsearch,Lead Current,0.0
2023-04-05 22:00:00,120.0,Unknown,Southern New Hampshire University,0.0
2023-04-05 22:00:00,34.0,Unknown,Lead Current,0.0
2023-04-05 22:00:00,32.0,10346,Lead Current,0.0
2023-04-05 22:00:00,32.0,10417,Lead Current,0.0
2023-04-05 22:00:00,200.0,54001,Lead Current,0.0
2023-04-05 22:00:00,147.56,54102,Lead Current,0.0
2023-04-05 22:00:00,40.75,54661,Lead Current,0.0
2023-04-05 22:00:00,23.15,54772,Lead Current,0.0
2023-04-05 22:00:00,61.5,54901,Lead Current,0.0
2023-04-05 22:00:00,102.66,54902,Lead Current,0.0
2023-04-05 22:00:00,73.46,55011,Lead Current,0.0
2023-04-05 22:00:00,29.02,83531,Lead Current,0.0
2023-04-05 22:00:00,108.0,DegreeSearch,Lead Current,0.0
2023-04-05 22:00:00,273.96,paidsearch,Lead Current,0.0
2023-04-05 23:00:00,60.0,Unknown,Southern New Hampshire University,0.0
2023-04-05 23:00:00,6.0,17636347892,Clicks.net,3.0
2023-04-05 23:00:00,34.0,Unknown,Lead Current,0.0
2023-04-05 23:00:00,79.0,54001,Lead Current,0.0
2023-04-05 23:00:00,110.18,54772,Lead Current,0.0
2023-04-05 23:00:00,68.5,54901,Lead Current,0.0
2023-04-05 23:00:00,59.74,54902,Lead Current,0.0
2023-04-05 23:00:00,91.34,557002,Lead Current,0.0
2023-04-05 23:00:00,117.49,paidsearch,Lead Current,0.0
2023-04-06 00:00:00,240.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 00:00:00,2.0,Unknown,Clicks.net,1.0
2023-04-06 00:00:00,4.0,17636347892,Clicks.net,2.0
2023-04-06 00:00:00,32.0,8040,Lead Current,0.0
2023-04-06 00:00:00,183.66,paidsearch,Lead Current,0.0
2023-04-06 01:00:00,0.0,Unknown,Education Dynamics,0.0
2023-04-06 01:00:00,90.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 01:00:00,2.0,Unknown,Clicks.net,1.0
2023-04-06 01:00:00,6.0,17636347892,Clicks.net,3.0
2023-04-06 01:00:00,40.0,10312,Lead Current,0.0
2023-04-06 01:00:00,301.69,paidsearch,Lead Current,0.0
2023-04-06 01:00:00,6.0,17636347892.0,My Ad Optimizer,3.0
2023-04-06 02:00:00,210.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 02:00:00,149.98,paidsearch,Lead Current,0.0
2023-04-06 02:00:00,4.0,17636347892.0,My Ad Optimizer,2.0
2023-04-06 03:00:00,30.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 03:00:00,2.0,17636347892,Clicks.net,1.0
2023-04-06 03:00:00,2.0,18463616520,Clicks.net,1.0
2023-04-06 03:00:00,169.58,paidsearch,Lead Current,0.0
2023-04-06 04:00:00,180.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 04:00:00,2.0,17636347892,Clicks.net,1.0
2023-04-06 04:00:00,41.22,directnav,Lead Current,0.0
2023-04-06 04:00:00,155.48,paidsearch,Lead Current,0.0
2023-04-06 05:00:00,60.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 05:00:00,4.0,17636347892,Clicks.net,2.0
2023-04-06 05:00:00,94.0,directnav,Lead Current,0.0
2023-04-06 05:00:00,49.71,paidsearch,Lead Current,0.0
2023-04-06 06:00:00,90.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 06:00:00,16.0,Unknown,Clicks.net,8.0
2023-04-06 06:00:00,2.0,17636347892,Clicks.net,1.0
2023-04-06 06:00:00,34.0,directnav,Lead Current,0.0
2023-04-06 06:00:00,90.29,paidsearch,Lead Current,0.0
2023-04-06 07:00:00,60.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 07:00:00,4.0,Unknown,Clicks.net,2.0
2023-04-06 07:00:00,8.0,17636347892,Clicks.net,4.0
2023-04-06 08:00:00,44.0,Unknown,Education Dynamics,0.0
2023-04-06 08:00:00,30.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 08:00:00,2.0,Unknown,Clicks.net,1.0
2023-04-06 08:00:00,4.0,19113255320,Clicks.net,2.0
2023-04-06 08:00:00,196.98,paidsearch,Lead Current,0.0
2023-04-06 09:00:00,156.0,Unknown,Education Dynamics,0.0
2023-04-06 09:00:00,120.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 09:00:00,6.0,Unknown,Clicks.net,3.0
2023-04-06 09:00:00,2.0,17636347892,Clicks.net,1.0
2023-04-06 09:00:00,8.0,18796324068,Clicks.net,4.0
2023-04-06 09:00:00,134.82,paidsearch,Lead Current,0.0
2023-04-06 10:00:00,122.0,Unknown,Education Dynamics,0.0
2023-04-06 10:00:00,150.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 10:00:00,2.0,Unknown,Clicks.net,1.0
2023-04-06 10:00:00,10.0,17636347892,Clicks.net,5.0
2023-04-06 10:00:00,44.91,directnav,Lead Current,0.0
2023-04-06 10:00:00,33.72,paidsearch,Lead Current,0.0
2023-04-06 11:00:00,117.0,Unknown,Education Dynamics,0.0
2023-04-06 11:00:00,120.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 11:00:00,16.0,17636347892,Clicks.net,8.0
2023-04-06 11:00:00,6.0,18463616520,Clicks.net,3.0
2023-04-06 11:00:00,78.5,paidsearch,Lead Current,0.0
2023-04-06 12:00:00,97.0,Unknown,Education Dynamics,0.0
2023-04-06 12:00:00,120.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 12:00:00,18.0,17636347892,Clicks.net,9.0
2023-04-06 12:00:00,2.0,18463616520,Clicks.net,1.0
2023-04-06 12:00:00,4.0,19113255320,Clicks.net,2.0
2023-04-06 12:00:00,53.74,Unknown,Lead Current,0.0
2023-04-06 12:00:00,142.99,54001,Lead Current,0.0
2023-04-06 12:00:00,194.38,54102,Lead Current,0.0
2023-04-06 12:00:00,57.74,54902,Lead Current,0.0
2023-04-06 12:00:00,100.98,55011,Lead Current,0.0
2023-04-06 12:00:00,34.0,directnav,Lead Current,0.0
2023-04-06 12:00:00,118.74,paidsearch,Lead Current,0.0
2023-04-06 13:00:00,44.0,Unknown,Education Dynamics,0.0
2023-04-06 13:00:00,150.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 13:00:00,4.0,Unknown,Clicks.net,2.0
2023-04-06 13:00:00,12.0,17636347892,Clicks.net,6.0
2023-04-06 13:00:00,75.0,Unknown,Lead Current,0.0
2023-04-06 13:00:00,252.22,54001,Lead Current,0.0
2023-04-06 13:00:00,100.0,54101,Lead Current,0.0
2023-04-06 13:00:00,124.74,54101Z,Lead Current,0.0
2023-04-06 13:00:00,84.71,54102,Lead Current,0.0
2023-04-06 13:00:00,100.0,54403B,Lead Current,0.0
2023-04-06 13:00:00,70.0,54661B,Lead Current,0.0
2023-04-06 13:00:00,20.74,54662B,Lead Current,0.0
2023-04-06 13:00:00,100.0,54663,Lead Current,0.0
2023-04-06 13:00:00,122.43,54773,Lead Current,0.0
2023-04-06 13:00:00,110.33,54901,Lead Current,0.0
2023-04-06 13:00:00,32.21,557001,Lead Current,0.0
2023-04-06 13:00:00,116.0,557002,Lead Current,0.0
2023-04-06 13:00:00,15.39,83531,Lead Current,0.0
2023-04-06 13:00:00,109.58,CMG-CC-APN-AH,Lead Current,0.0
2023-04-06 13:00:00,85.29,CMG-CC-DMS-RT,Lead Current,0.0
2023-04-06 13:00:00,26.0,CMG-CC-JBC-A,Lead Current,0.0
2023-04-06 13:00:00,54.26,CMG-CC-LNSA-T1,Lead Current,0.0
2023-04-06 13:00:00,20.74,CMG-CC-STP-A30,Lead Current,0.0
2023-04-06 13:00:00,212.4,DegreeSearch,Lead Current,0.0
2023-04-06 13:00:00,34.0,directnav,Lead Current,0.0
2023-04-06 13:00:00,122.28,paidsearch,Lead Current,0.0
2023-04-06 14:00:00,105.0,Unknown,Education Dynamics,0.0
2023-04-06 14:00:00,120.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 14:00:00,2.0,Unknown,Clicks.net,1.0
2023-04-06 14:00:00,6.0,17636347892,Clicks.net,3.0
2023-04-06 14:00:00,6.0,18463616520,Clicks.net,3.0
2023-04-06 14:00:00,35.0,Unknown,Lead Current,0.0
2023-04-06 14:00:00,100.0,21753,Lead Current,0.0
2023-04-06 14:00:00,172.41,54101,Lead Current,0.0
2023-04-06 14:00:00,82.28,54103,Lead Current,0.0
2023-04-06 14:00:00,45.33,54403,Lead Current,0.0
2023-04-06 14:00:00,61.5,54661,Lead Current,0.0
2023-04-06 14:00:00,100.0,54662,Lead Current,0.0
2023-04-06 14:00:00,56.67,54662B,Lead Current,0.0
2023-04-06 14:00:00,92.65,54663B,Lead Current,0.0
2023-04-06 14:00:00,100.0,54771,Lead Current,0.0
2023-04-06 14:00:00,186.56,54772,Lead Current,0.0
2023-04-06 14:00:00,100.0,54901,Lead Current,0.0
2023-04-06 14:00:00,59.04,54902,Lead Current,0.0
2023-04-06 14:00:00,460.5,55011,Lead Current,0.0
2023-04-06 14:00:00,8.71,557002,Lead Current,0.0
2023-04-06 14:00:00,221.41,83531,Lead Current,0.0
2023-04-06 14:00:00,116.79,CMG-CC-APN-RT,Lead Current,0.0
2023-04-06 14:00:00,42.48,CMG-CC-APN-TIER1,Lead Current,0.0
2023-04-06 14:00:00,45.33,CMG-CC-CNX-LF,Lead Current,0.0
2023-04-06 14:00:00,58.82,CMG-CC-CNX-W,Lead Current,0.0
2023-04-06 14:00:00,122.74,CMG-CC-LNSA-T1,Lead Current,0.0
2023-04-06 14:00:00,64.94,CMG-CC-STP-A30,Lead Current,0.0
2023-04-06 14:00:00,43.5,CMG-CC-VLT-RT,Lead Current,0.0
2023-04-06 14:00:00,68.0,DegreeSearch,Lead Current,0.0
2023-04-06 14:00:00,188.96,paidsearch,Lead Current,0.0
2023-04-06 15:00:00,50.0,Unknown,Education Dynamics,0.0
2023-04-06 15:00:00,270.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 15:00:00,2.0,Unknown,Clicks.net,1.0
2023-04-06 15:00:00,8.0,17636347892,Clicks.net,4.0
2023-04-06 15:00:00,4.0,18463616520,Clicks.net,2.0
2023-04-06 15:00:00,33.0,Unknown,Lead Current,0.0
2023-04-06 15:00:00,260.92,21753,Lead Current,0.0
2023-04-06 15:00:00,17.71,24180,Lead Current,0.0
2023-04-06 15:00:00,97.32,54001,Lead Current,0.0
2023-04-06 15:00:00,49.27,54006,Lead Current,0.0
2023-04-06 15:00:00,318.7,54101,Lead Current,0.0
2023-04-06 15:00:00,87.71,54103,Lead Current,0.0
2023-04-06 15:00:00,63.02,54662B,Lead Current,0.0
2023-04-06 15:00:00,134.95,54771,Lead Current,0.0
2023-04-06 15:00:00,13.57,54772,Lead Current,0.0
2023-04-06 15:00:00,79.61,54773,Lead Current,0.0
2023-04-06 15:00:00,306.82,54902,Lead Current,0.0
2023-04-06 15:00:00,122.87,54902Z,Lead Current,0.0
2023-04-06 15:00:00,292.3,55011,Lead Current,0.0
2023-04-06 15:00:00,200.0,55501,Lead Current,0.0
2023-04-06 15:00:00,85.0,557001,Lead Current,0.0
2023-04-06 15:00:00,100.0,557002,Lead Current,0.0
2023-04-06 15:00:00,111.52,83531,Lead Current,0.0
2023-04-06 15:00:00,20.74,CMG-CC-APN-AH,Lead Current,0.0
2023-04-06 15:00:00,40.0,CMG-CC-APN-RT,Lead Current,0.0
2023-04-06 15:00:00,20.74,CMG-CC-BRT-RT,Lead Current,0.0
2023-04-06 15:00:00,19.33,CMG-CC-CNX-W,Lead Current,0.0
2023-04-06 15:00:00,26.0,CMG-CC-JBC-A,Lead Current,0.0
2023-04-06 15:00:00,71.33,CMG-CC-LNSA-T1,Lead Current,0.0
2023-04-06 15:00:00,33.0,CMG-CC-STP-A15,Lead Current,0.0
2023-04-06 15:00:00,20.74,CMG-CC-STP-RT,Lead Current,0.0
2023-04-06 15:00:00,57.15,DegreeSearch,Lead Current,0.0
2023-04-06 15:00:00,16.39,directnav,Lead Current,0.0
2023-04-06 15:00:00,105.69,paidsearch,Lead Current,0.0
2023-04-06 15:00:00,2.0,17636347892.0,My Ad Optimizer,1.0
2023-04-06 16:00:00,26.0,Unknown,Education Dynamics,0.0
2023-04-06 16:00:00,210.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 16:00:00,14.0,Unknown,Clicks.net,7.0
2023-04-06 16:00:00,14.0,17636347892,Clicks.net,7.0
2023-04-06 16:00:00,4.0,18463616520,Clicks.net,2.0
2023-04-06 16:00:00,34.0,Unknown,Lead Current,0.0
2023-04-06 16:00:00,100.0,21753,Lead Current,0.0
2023-04-06 16:00:00,100.0,24181,Lead Current,0.0
2023-04-06 16:00:00,58.04,54006,Lead Current,0.0
2023-04-06 16:00:00,29.02,54101,Lead Current,0.0
2023-04-06 16:00:00,185.84,54102,Lead Current,0.0
2023-04-06 16:00:00,85.0,54403,Lead Current,0.0
2023-04-06 16:00:00,65.0,54771,Lead Current,0.0
2023-04-06 16:00:00,143.89,54772,Lead Current,0.0
2023-04-06 16:00:00,195.15,54901,Lead Current,0.0
2023-04-06 16:00:00,268.79,54902,Lead Current,0.0
2023-04-06 16:00:00,193.9,54902Z,Lead Current,0.0
2023-04-06 16:00:00,85.0,55501,Lead Current,0.0
2023-04-06 16:00:00,287.96,83531,Lead Current,0.0
2023-04-06 16:00:00,73.52,CMG-CC-APN-A,Lead Current,0.0
2023-04-06 16:00:00,19.33,CMG-CC-BRT-A,Lead Current,0.0
2023-04-06 16:00:00,35.0,CMG-CC-FLU-NA,Lead Current,0.0
2023-04-06 16:00:00,54.26,CMG-CC-JBC-RT,Lead Current,0.0
2023-04-06 16:00:00,40.07,CMG-CC-VLT-RT,Lead Current,0.0
2023-04-06 16:00:00,35.0,DegreeSearch,Lead Current,0.0
2023-04-06 16:00:00,32.33,directnav,Lead Current,0.0
2023-04-06 16:00:00,154.39,paidsearch,Lead Current,0.0
2023-04-06 17:00:00,13.0,Unknown,Education Dynamics,0.0
2023-04-06 17:00:00,240.0,Unknown,Southern New Hampshire University,0.0
2023-04-06 17:00:00,10.0,Unknown,Clicks.net,5.0
2023-04-06 17:00:00,2.0,17636347892,Clicks.net,1.0
2023-04-06 17:00:00,6.0,18463616520,Clicks.net,3.0
2023-04-06 17:00:00,33.0,Unknown,Lead Current,0.0
